trial,run,stimCat,stimN,oldNew,resp,rt,accEncoded,postChoiceDur,isiDur,conf,confRT,confPresses,rt2,acc,wasRDD,nRDD,rddVal,rddRew,rddAcc,totExp,acc2,Subject
63,1,2,52,0,1,1240,1,0.597561595,0.337054948,5,1.8748499,2,1.2400376,1,0,NaN,NaN,NaN,NaN,NaN,1,PAV037
64,1,1,27,3,1,1802,1,0.395079799,0.559405517,3,1.4106819,0,1.8015352,0,1,0,20,10,1,1,0,PAV037
65,1,2,11,1,0,NaN,0,0.419792856,0.346037492,NaN,NaN,NaN,NaN,0,1,1,20,20,1,4,0,PAV037
66,1,1,38,3,1,1768,1,0.444560871,0.456318464,3,1.4318018,0,1.7673315,0,1,0,20,10,1,1,0,PAV037
67,1,2,37,3,0,NaN,0,0.640011632,0.528771178,NaN,NaN,NaN,NaN,0,1,0,20,10,1,1,0,PAV037
68,1,3,25,3,1,1981,1,0.610531955,0.482127955,3,0.7879253,0,1.9808779,0,1,0,30,10,1,1,0,PAV037
69,1,3,28,3,1,1403,1,0.293898882,0.317424503,5,1.7852602,2,1.4023474,0,1,0,30,10,1,1,0,PAV037
70,1,2,5,1,2,3338,1,0.417266682,0.529498867,3,0.8484875,0,3.338084,1,1,0,25,10,1,2,1,PAV037
71,1,3,17,1,1,4001,0,0.456193532,0.692604426,3,0.5629985,0,4.0009565,0,1,8,10,10,1,15,0,PAV037
72,1,3,66,0,2,4168,0,0.533622388,0.266152123,3,0.6483425,0,4.1677295,0,0,NaN,NaN,NaN,NaN,NaN,0,PAV037
73,1,3,37,3,0,NaN,0,0.309236443,0.698539196,NaN,NaN,NaN,NaN,0,1,0,25,10,1,1,0,PAV037
74,1,3,14,1,1,2507,0,0.427991348,0.644979054,3,1.7046251,0,2.5068282,0,1,0,20,10,1,4,0,PAV037
75,1,3,52,0,1,1568,1,0.713449668,0.712685531,5,1.7870034,2,1.5675228,1,0,NaN,NaN,NaN,NaN,NaN,1,PAV037
1,2,2,33,3,1,1675,1,0.371014504,0.36878944,5,2.2832034,2,1.6742529,0,1,0,20,10,1,1,0,PAV037
2,2,1,8,1,2,2100,1,0.447046484,0.420179442,5,1.7272591,2,2.0995845,1,1,1,30,30,1,3,1,PAV037
3,2,2,44,0,1,1930,1,0.689306194,0.561643368,3,2.2682204,0,1.9297193,1,0,NaN,NaN,NaN,NaN,NaN,1,PAV037
4,2,2,55,0,1,1047,1,0.696562834,0.353528489,5,1.3160216,2,1.0456541,1,0,NaN,NaN,NaN,NaN,NaN,1,PAV037
5,2,3,48,0,2,1878,0,0.566685582,0.622145458,5,1.6023119,2,1.8767371,0,0,NaN,NaN,NaN,NaN,NaN,0,PAV037
6,2,3,26,3,2,2240,0,0.415858517,0.677866485,5,1.7164768,2,2.2393291,1,1,0,20,10,1,1,1,PAV037
7,2,1,32,3,1,1450,1,0.291802655,0.549164756,5,2.6804939,2,1.449484,0,1,0,30,10,1,1,0,PAV037
8,2,1,6,1,2,1703,1,0.582601244,0.346973608,5,1.7254568,2,1.7028741,1,1,0,20,10,1,3,1,PAV037
9,2,2,47,0,1,1572,1,0.633186276,0.551088684,5,2.2560242,2,1.5710822,1,0,NaN,NaN,NaN,NaN,NaN,1,PAV037
10,2,3,4,1,2,2537,1,0.39941881,0.474123404,5,1.9826725,2,2.5366737,1,1,0,30,10,1,2,1,PAV037
11,2,1,47,0,1,1641,1,0.702300835,0.693688986,5,1.6413656,2,1.6411059,1,0,NaN,NaN,NaN,NaN,NaN,1,PAV037
12,2,2,51,0,2,3577,0,0.513910342,0.548114217,3,0.9730653,0,3.5763556,0,0,NaN,NaN,NaN,NaN,NaN,0,PAV037
13,2,2,17,1,2,2190,1,0.614613958,0.509988422,5,1.3256897,2,2.1896328,1,1,3,10,10,1,15,1,PAV037
14,2,3,18,1,2,3123,1,0.307280336,0.569615585,5,2.6785586,2,3.1224169,1,1,9,10,10,1,15,1,PAV037
15,2,1,7,1,1,3227,0,0.394686947,0.379049386,3,1.5599097,0,3.2271188,0,1,0,20,0,0,3,0,PAV037
16,2,1,29,3,2,2485,0,0.715635947,0.255821446,5,1.4541389,2,2.484935,1,1,0,30,10,1,1,1,PAV037
17,2,1,2,1,2,1699,1,0.506549969,0.511718277,5,1.4464694,2,1.6991918,1,1,0,20,10,1,2,1,PAV037
18,2,2,10,1,0,NaN,0,0.738486997,0.47091291,NaN,NaN,NaN,NaN,0,1,0,20,10,1,3,0,PAV037
19,2,2,1,1,1,3202,0,0.35293175,0.455268102,3,0.7160925,0,3.201076,0,1,0,30,10,1,2,0,PAV037
20,2,1,24,3,2,2680,0,0.446937371,0.635330815,5,1.6119017,2,2.6800002,1,1,0,20,10,1,1,1,PAV037
21,2,1,26,3,2,1603,0,0.275504768,0.483949603,5,2.1416513,2,1.6028727,1,1,0,25,10,1,1,1,PAV037
22,2,2,36,3,1,2360,1,0.256272564,0.376897685,3,1.4253648,0,2.3596932,0,1,1,30,0,0,1,0,PAV037
23,2,2,45,0,0,NaN,0,0.426181876,0.590566395,NaN,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,0,PAV037
24,2,2,3,1,1,1638,0,0.716745027,0.590850393,3,1.2331748,0,1.6380001,0,1,0,30,10,1,2,0,PAV037
25,2,3,13,1,2,1233,1,0.300564863,0.505167789,5,1.5844519,2,1.2326907,1,1,1,30,30,1,4,1,PAV037
26,2,3,44,0,2,1403,0,0.554259075,0.287783299,5,2.4111292,2,1.4024313,0,0,NaN,NaN,NaN,NaN,NaN,0,PAV037
27,2,3,32,3,2,1348,0,0.285159679,0.460573745,5,1.260811,2,1.3478069,1,1,0,25,10,1,1,1,PAV037
28,2,1,50,0,1,1295,1,0.415286506,0.377438828,5,2.0695242,2,1.2951915,1,0,NaN,NaN,NaN,NaN,NaN,1,PAV037
29,2,1,12,1,2,1174,1,0.531186934,0.623359248,5,1.2727259,2,1.1736243,1,1,1,25,25,1,4,1,PAV037
30,2,2,34,3,2,4800,0,0.700724178,0.343718934,3,0.5735773,0,4.7987112,1,1,0,20,10,1,1,1,PAV037
31,2,2,28,3,1,2902,1,0.287049565,0.536138324,3,1.1928915,0,2.9020431,0,1,0,25,10,1,1,0,PAV037
32,2,3,51,0,2,1397,0,0.740922289,0.251700121,5,1.4886373,2,1.3969951,0,0,NaN,NaN,NaN,NaN,NaN,0,PAV037
33,2,3,12,1,2,3495,1,0.545822023,0.661298008,3,3.5949335,2,3.4944072,1,1,1,30,30,1,4,1,PAV037
34,2,1,49,0,1,1441,1,0.510341542,0.371433361,5,1.6453827,2,1.441058,1,0,NaN,NaN,NaN,NaN,NaN,1,PAV037
35,2,3,31,3,2,3542,0,0.639842594,0.708462732,5,1.6276974,2,3.5417133,1,1,0,25,10,1,1,1,PAV037
36,2,1,1,1,1,2825,0,0.630131776,0.337325639,3,1.0098493,0,2.8249543,0,1,0,25,10,1,2,0,PAV037
37,2,3,45,0,1,4124,1,0.578073262,0.659735809,3,0.6256385,0,4.1240615,1,0,NaN,NaN,NaN,NaN,NaN,1,PAV037
38,2,1,46,0,1,1015,1,0.544640015,0.65549363,5,1.8079966,2,1.0145645,1,0,NaN,NaN,NaN,NaN,NaN,1,PAV037
39,2,2,43,0,2,5459,0,0.42532488,0.252229096,3,0.8154705,0,5.4590686,0,0,NaN,NaN,NaN,NaN,NaN,0,PAV037
40,2,1,30,3,1,1030,1,0.383179786,0.350526459,5,1.7565516,2,1.0298923,0,1,0,30,10,1,1,0,PAV037
41,2,2,14,1,2,4473,1,0.379739941,0.554969195,3,0.7076514,0,4.4724584,1,1,0,25,10,1,4,1,PAV037
42,2,1,17,1,2,1499,1,0.744163732,0.36320155,5,1.2663933,2,1.4991221,1,1,8,10,10,1,15,1,PAV037
43,2,2,54,0,0,NaN,0,0.496279746,0.559365712,NaN,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,0,PAV037
44,2,2,26,3,1,4316,1,0.46652544,0.338877975,3,0.6615977,0,4.3155644,0,1,1,30,0,0,1,0,PAV037
45,2,3,50,0,1,1346,1,0.697281223,0.46118239,5,0.9369272,2,1.3455083,1,0,NaN,NaN,NaN,NaN,NaN,1,PAV037
46,2,2,12,1,2,3562,1,0.45341835,0.715632456,3,0.9616645,0,3.5622119,1,1,0,25,10,1,4,1,PAV037
47,2,3,33,3,2,1334,0,0.673435198,0.542229853,5,1.7775661,2,1.3335327,1,1,0,20,0,0,1,1,PAV037
48,2,1,31,3,1,1086,1,0.639158461,0.718633258,5,2.3264271,2,1.0862351,0,1,0,25,10,1,1,0,PAV037
49,2,2,15,1,1,6727,0,0.463148607,0.399297947,3,0.7833893,0,6.7271483,0,1,1,20,20,1,4,0,PAV037
50,2,1,10,1,0,NaN,0,0.424535617,0.469347937,NaN,NaN,NaN,NaN,0,1,1,25,25,1,3,0,PAV037
51,2,3,30,3,2,1559,0,0.72443261,0.274105671,5,1.3046333,2,1.5592217,1,1,0,30,10,1,1,1,PAV037
52,2,1,40,0,1,1758,1,0.696176601,0.620986757,3,1.3359472,0,1.7578702,1,0,NaN,NaN,NaN,NaN,NaN,1,PAV037
53,2,1,39,0,1,1487,1,0.438575882,0.567144545,5,1.6650787,2,1.4865743,1,0,NaN,NaN,NaN,NaN,NaN,1,PAV037
54,2,3,27,3,2,1215,0,0.515276822,0.718410371,5,1.3583882,2,1.2146694,1,1,0,20,10,1,1,1,PAV037
55,2,2,46,0,1,4526,1,0.352189871,0.624880412,3,0.9335863,0,4.5257397,1,0,NaN,NaN,NaN,NaN,NaN,1,PAV037
56,2,1,45,0,1,1362,1,0.55987869,0.2534485,5,0.9742766,2,1.3613583,1,0,NaN,NaN,NaN,NaN,NaN,1,PAV037
57,2,2,18,1,2,2638,1,0.747101806,0.74906401,5,1.0755616,2,2.6374484,1,1,8,10,10,1,15,1,PAV037
58,2,1,13,1,2,1477,1,0.618982429,0.678933404,5,0.92117,2,1.4763689,1,1,0,20,10,1,4,1,PAV037
59,2,3,10,1,2,1326,1,0.342571922,0.697522618,5,1.5900976,2,1.3262501,1,1,1,25,25,1,3,1,PAV037
60,2,2,25,3,1,1360,1,0.538490351,0.627350378,3,0.5958679,0,1.3602945,0,1,0,25,10,1,1,0,PAV037
61,2,3,42,0,1,1126,1,0.28140407,0.35130594,5,2.1859494,2,1.1256875,1,0,NaN,NaN,NaN,NaN,NaN,1,PAV037
62,2,3,53,0,1,5141,1,0.744628013,0.273574129,3,0.6953301,0,5.1408543,1,0,NaN,NaN,NaN,NaN,NaN,1,PAV037
63,2,3,6,1,1,4221,0,0.425326196,0.405604493,3,0.9314203,0,4.2209443,0,1,0,30,10,1,3,0,PAV037
64,2,3,46,0,1,955,1,0.59662291,0.726650634,3,0.3054374,0,0.9550807,1,0,NaN,NaN,NaN,NaN,NaN,1,PAV037
65,2,3,35,3,2,1418,0,0.42892765,0.485394672,5,2.5497675,2,1.4182293,1,1,0,30,10,1,1,1,PAV037
66,2,1,52,0,1,1286,1,0.293457129,0.601918951,5,1.1432011,2,1.2860702,1,0,NaN,NaN,NaN,NaN,NaN,1,PAV037
67,2,1,37,3,1,1065,1,0.301968773,0.521473672,5,1.446075,2,1.0642019,0,1,0,30,10,1,1,0,PAV037
68,2,1,36,3,2,1152,0,0.494006755,0.331174748,5,1.2351976,2,1.1515902,1,1,0,25,10,1,1,1,PAV037
69,2,2,31,3,2,3582,0,0.587999163,0.286832125,5,1.6355163,2,3.5814482,1,1,0,20,10,1,1,1,PAV037
70,2,2,4,1,1,6219,0,0.479915276,0.309671036,3,0.7014898,0,6.2183668,0,1,1,30,30,1,2,0,PAV037
71,2,3,3,1,1,1403,0,0.493439856,0.30925846,3,1.5910777,0,1.4030707,0,1,0,25,10,1,2,0,PAV037
72,2,3,54,0,1,6008,1,0.344234446,0.398636293,3,0.9634163,0,6.008105,1,0,NaN,NaN,NaN,NaN,NaN,1,PAV037
73,2,1,48,0,1,1303,1,0.354578674,0.551076699,5,1.4963233,2,1.3032136,1,0,NaN,NaN,NaN,NaN,NaN,1,PAV037
74,2,3,16,1,2,5565,1,0.391622164,0.545552686,3,0.7838773,0,5.5650345,1,1,6,10,10,1,15,1,PAV037
75,2,3,34,3,1,1123,1,0.308723249,0.387040198,5,1.4988826,2,1.1229596,0,1,0,20,10,1,1,0,PAV037
76,2,2,40,0,1,1232,1,0.555454863,0.334935289,5,1.8906534,2,1.2308747,1,0,NaN,NaN,NaN,NaN,NaN,1,PAV037
77,2,3,5,1,1,4126,0,0.253241332,0.333231979,3,2.3447781,2,4.1262215,0,1,0,20,10,1,2,0,PAV037
78,2,2,24,3,0,NaN,0,0.724240009,0.609259441,NaN,NaN,NaN,NaN,0,1,0,30,10,1,1,0,PAV037
1,1,2,12,1,2,2182,1,0.717979843,0.315137611,5,3.6978174,2,2.1811822,1,1,0,25,10,1,4,1,PAV038
2,1,3,50,0,1,1656,1,0.405679207,0.689604493,5,2.370882399,4,1.6560086,1,0,NaN,NaN,NaN,NaN,NaN,1,PAV038
3,1,1,38,3,2,1238,0,0.486408868,0.605162233,5,1.6917423,2,1.2379299,1,1,0,20,10,1,1,1,PAV038
4,1,3,1,1,2,1194,1,0.409740816,0.741533376,5,1.4254071,2,1.193550699,1,1,0,25,10,1,2,1,PAV038
5,1,1,52,0,1,1553,1,0.471778418,0.723380584,5,1.343476,2,1.551674199,1,0,NaN,NaN,NaN,NaN,NaN,1,PAV038
6,1,1,34,3,2,820,0,0.575910848,0.328197805,5,1.0050115,2,0.8194871,1,1,0,25,10,1,1,1,PAV038
7,1,3,34,3,2,1082,0,0.507511157,0.399925771,3,1.1139333,0,1.0692,1,1,0,25,10,1,1,1,PAV038
8,1,2,10,1,2,1700,1,0.261160913,0.617301035,4,2.2265056,1,1.6995075,1,1,0,20,10,1,3,1,PAV038
9,1,1,41,0,1,1174,1,0.686064492,0.64332679,5,2.0948019,2,1.1735309,1,0,NaN,NaN,NaN,NaN,NaN,1,PAV038
10,1,2,31,3,2,2873,0,0.575743015,0.612821367,3,0.7211469,0,2.8727576,1,1,0,20,10,1,1,1,PAV038
11,1,1,7,1,2,848,1,0.419436752,0.491483274,5,0.782358699,2,0.8473968,1,1,0,20,10,1,3,1,PAV038
12,1,2,39,0,1,2673,1,0.706115366,0.412962861,5,0.7737109,2,2.672755,1,0,NaN,NaN,NaN,NaN,NaN,1,PAV038
13,1,1,49,0,1,1002,1,0.343393632,0.428366402,5,0.8300917,2,1.0016278,1,0,NaN,NaN,NaN,NaN,NaN,1,PAV038
14,1,3,53,0,2,825,0,0.683781544,0.40436204,4,1.0267644,1,0.8250644,0,0,NaN,NaN,NaN,NaN,NaN,0,PAV038
15,1,2,36,3,1,1714,1,0.389977107,0.427315062,5,0.9776375,2,1.7139651,0,1,0,20,10,1,1,0,PAV038
16,1,1,55,0,2,1888,0,0.442964292,0.749093226,3,0.4781028,0,1.887798299,0,0,NaN,NaN,NaN,NaN,NaN,0,PAV038
17,1,3,55,0,1,1279,1,0.496936265,0.713706033,5,1.1828728,2,1.2792019,1,0,NaN,NaN,NaN,NaN,NaN,1,PAV038
18,1,2,52,0,1,1431,1,0.611180966,0.726304466,5,1.0816792,2,1.430469,1,0,NaN,NaN,NaN,NaN,NaN,1,PAV038
19,1,2,1,1,2,3149,1,0.616163685,0.369290057,2,1.819236,1,3.1491463,1,1,0,20,10,1,2,1,PAV038
20,1,2,29,3,1,3624,1,0.433618417,0.391525722,3,2.3115784,0,3.6238685,0,1,0,30,10,1,1,0,PAV038
21,1,2,7,1,2,2724,1,0.517462736,0.632573403,2,1.833462301,1,2.724254699,1,1,0,30,10,1,3,1,PAV038
22,1,1,13,1,2,3039,1,0.533244045,0.400468062,2,0.8443519,1,3.038398,1,1,0,25,10,1,4,1,PAV038
23,1,3,49,0,1,1940,1,0.404132994,0.747866814,5,0.854141001,2,1.9396158,1,0,NaN,NaN,NaN,NaN,NaN,1,PAV038
24,1,3,2,1,1,1928,0,0.44504436,0.687148802,2,1.7704427,1,1.9280677,0,1,0,25,10,1,2,0,PAV038
25,1,3,17,1,2,632,1,0.501133856,0.369529645,3,0.0465843,0,0.632300801,1,1,9,10,10,1,15,1,PAV038
26,1,1,26,3,1,2678,1,0.567495666,0.284619183,3,1.7594474,0,2.6781051,0,1,0,20,10,1,1,0,PAV038
27,1,2,35,3,1,2030,1,0.275885928,0.663989561,5,1.0671752,2,2.0200922,0,1,0,25,10,1,1,0,PAV038
28,1,3,10,1,2,1048,1,0.308499406,0.545407565,5,0.894155401,2,1.045803901,1,1,0,25,10,1,3,1,PAV038
29,1,3,39,0,1,3152,1,0.507794925,0.534373408,3,0.8401621,0,3.151336101,1,0,NaN,NaN,NaN,NaN,NaN,1,PAV038
30,1,3,18,1,2,801,1,0.400037198,0.388783313,5,0.797386699,2,0.800632601,1,1,9,10,10,1,15,1,PAV038
31,1,1,40,0,1,1375,1,0.639889436,0.264316133,5,0.9924393,2,1.3746947,1,0,NaN,NaN,NaN,NaN,NaN,1,PAV038
32,1,3,11,1,1,2080,0,0.602575864,0.412828247,5,1.4137805,2,2.076199801,0,1,0,30,10,1,4,0,PAV038
33,1,2,53,0,2,1006,0,0.433810602,0.356460556,4,0.8761389,1,1.0058402,0,0,NaN,NaN,NaN,NaN,NaN,0,PAV038
34,1,3,24,3,2,1381,0,0.306297537,0.673344356,4,1.183902401,1,1.380558399,1,1,0,30,10,1,1,1,PAV038
35,1,2,55,0,1,1040,1,0.443805896,0.450960911,5,1.280293101,2,1.0394044,1,0,NaN,NaN,NaN,NaN,NaN,1,PAV038
36,1,3,6,1,2,853,1,0.320969277,0.480362305,5,0.887383901,2,0.8524167,1,1,0,30,10,1,3,1,PAV038
37,1,3,35,3,2,720,0,0.735202601,0.393005324,5,0.8018872,2,0.7196341,1,1,0,20,10,1,1,1,PAV038
38,1,3,12,1,1,719,0,0.273794687,0.583393513,5,0.7297101,2,0.7193421,0,1,1,30,30,1,4,0,PAV038
39,1,1,15,1,1,1378,0,0.589199394,0.442736258,4,1.205959001,1,1.3777476,0,1,0,25,10,1,4,0,PAV038
40,1,3,66,0,1,1346,1,0.300344635,0.480202758,5,0.7844113,2,1.3460859,1,0,NaN,NaN,NaN,NaN,NaN,1,PAV038
41,1,3,47,0,2,1001,0,0.581258759,0.352545733,5,0.7395812,2,1.001172001,0,0,NaN,NaN,NaN,NaN,NaN,0,PAV038
42,1,3,13,1,1,1034,0,0.544367816,0.665584848,5,1.0928727,2,1.0333538,0,1,0,20,10,1,4,0,PAV038
43,1,2,30,3,2,751,0,0.284748932,0.39966556,5,0.8252024,2,0.7509508,1,1,0,25,10,1,1,1,PAV038
44,1,1,17,1,2,975,1,0.742033142,0.444597776,5,0.7449886,2,0.9747676,1,1,10,10,10,1,15,1,PAV038
45,1,2,9,1,2,1779,1,0.371499512,0.747014646,4,1.1557924,1,1.7790872,1,1,1,25,25,1,3,1,PAV038
46,1,3,30,3,2,1345,0,0.368438267,0.685700075,5,0.8709955,2,1.3451139,1,1,0,20,10,1,1,1,PAV038
47,1,1,46,0,1,1181,1,0.355478473,0.692965494,5,0.9007068,2,1.180375,1,0,NaN,NaN,NaN,NaN,NaN,1,PAV038
48,1,1,32,3,1,2125,1,0.375988274,0.447757207,1,2.176797399,2,2.1251133,0,1,0,20,10,1,1,0,PAV038
49,1,1,25,3,1,1400,1,0.312989013,0.462234004,5,0.8197826,2,1.3996281,0,1,0,30,10,1,1,0,PAV038
50,1,3,25,3,1,2306,1,0.56631179,0.509709338,5,0.8632775,2,2.3062971,0,1,0,25,10,1,1,0,PAV038
51,1,1,42,0,1,1085,1,0.677906527,0.385939879,5,1.0018768,2,1.0734348,1,0,NaN,NaN,NaN,NaN,NaN,1,PAV038
52,1,1,12,1,2,1145,1,0.401455014,0.266373839,5,0.849913,2,1.145302599,1,1,1,20,20,1,4,1,PAV038
53,1,1,29,3,1,927,1,0.618787836,0.63864747,5,0.858626,2,0.9267244,0,1,0,25,10,1,1,0,PAV038
54,1,2,25,3,1,2324,1,0.402743207,0.563661552,2,1.6617791,1,2.3238569,0,1,0,20,10,1,1,0,PAV038
55,1,3,36,3,2,2305,0,0.619334631,0.299129603,3,2.5305595,2,2.304449201,1,1,0,20,10,1,1,1,PAV038
56,1,2,48,0,2,1815,0,0.675046705,0.657202024,4,1.193447799,1,1.8151272,0,0,NaN,NaN,NaN,NaN,NaN,0,PAV038
57,1,3,33,3,2,858,0,0.275510721,0.609853908,5,0.848475699,2,0.8582362,1,1,0,30,10,1,1,1,PAV038
58,1,1,18,1,2,766,1,0.397554368,0.579706255,5,0.986367,2,0.765453001,1,1,9,10,10,1,15,1,PAV038
59,1,2,42,0,1,1388,1,0.654403162,0.533182176,5,0.898476699,2,1.3872737,1,0,NaN,NaN,NaN,NaN,NaN,1,PAV038
60,1,2,24,3,1,1300,1,0.283977874,0.693433697,5,0.7820055,2,1.2992643,0,1,0,30,10,1,1,0,PAV038
61,1,1,2,1,2,1851,1,0.443427232,0.389124229,3,1.258858301,0,1.8504092,1,1,0,30,10,1,2,1,PAV038
62,1,2,11,1,1,1961,0,0.572875048,0.403730946,3,0.4942919,0,1.961029001,0,1,1,25,25,1,4,0,PAV038
63,1,2,17,1,2,733,1,0.574384455,0.677023708,5,0.9290137,2,0.7330945,1,1,10,10,10,1,15,1,PAV038
64,1,2,46,0,1,1463,1,0.492174934,0.73845811,2,2.7505977,5,1.462407,1,0,NaN,NaN,NaN,NaN,NaN,1,PAV038
65,1,1,8,1,1,2957,0,0.411023224,0.512367791,5,1.3587563,2,2.9569081,0,1,0,25,10,1,3,0,PAV038
66,1,1,24,3,2,903,0,0.393586392,0.550547675,5,0.8316187,2,0.9027346,1,1,0,30,10,1,1,1,PAV038
67,1,1,5,1,1,1223,0,0.450701361,0.567072331,5,0.7751804,2,1.2232085,0,1,0,25,10,1,2,0,PAV038
68,1,3,40,0,1,1060,1,0.428266345,0.590995658,5,0.7699279,2,1.0593718,1,0,NaN,NaN,NaN,NaN,NaN,1,PAV038
69,1,3,56,0,2,1279,0,0.351956911,0.477545935,4,0.6325906,1,1.2784719,0,0,NaN,NaN,NaN,NaN,NaN,0,PAV038
70,1,2,56,0,2,3261,0,0.46196854,0.314337048,3,1.0478474,0,3.260671601,0,0,NaN,NaN,NaN,NaN,NaN,0,PAV038
71,1,1,47,0,1,1374,1,0.354604701,0.465089494,2,1.3021561,1,1.374077099,1,0,NaN,NaN,NaN,NaN,NaN,1,PAV038
72,1,2,43,0,2,690,0,0.465224886,0.457213489,5,0.708360299,2,0.689897,0,0,NaN,NaN,NaN,NaN,NaN,0,PAV038
73,1,1,45,0,1,1726,1,0.429685555,0.433300513,5,0.834203,2,1.7259843,1,0,NaN,NaN,NaN,NaN,NaN,1,PAV038
74,1,2,13,1,2,1296,1,0.634919913,0.723945556,4,0.9906466,1,1.296325,1,1,0,25,10,1,4,1,PAV038
75,1,2,15,1,2,789,1,0.499864231,0.387732807,5,0.711643101,2,0.7893353,1,1,0,30,10,1,4,1,PAV038
1,2,2,4,1,2,2751,1,0.74414276,0.382188163,3,3.1684711,2,2.750059701,1,1,0,25,10,1,2,1,PAV038
2,2,3,3,1,1,1328,0,0.564627257,0.37463423,5,0.771179399,2,1.3274058,0,1,0,25,10,1,2,0,PAV038
3,2,2,32,3,1,1186,1,0.344219624,0.395488002,5,0.7654491,2,1.1862331,0,1,0,25,10,1,1,0,PAV038
4,2,3,44,0,2,890,0,0.303504931,0.366179009,4,0.8086552,1,0.890020899,0,0,NaN,NaN,NaN,NaN,NaN,0,PAV038
5,2,3,7,1,2,758,1,0.708381795,0.527688386,5,0.5550032,2,0.7580508,1,1,0,30,10,1,3,1,PAV038
6,2,2,45,0,1,1150,1,0.599830154,0.395313271,5,0.7708972,2,1.1452433,1,0,NaN,NaN,NaN,NaN,NaN,1,PAV038
7,2,2,18,1,2,689,1,0.532923239,0.724350192,5,0.6169082,2,0.6827112,1,1,8,10,10,1,15,1,PAV038
8,2,3,38,3,1,968,1,0.723981784,0.665286807,5,0.8872884,2,0.9678477,0,1,0,30,10,1,1,0,PAV038
9,2,1,9,1,1,1873,0,0.505449247,0.550830893,2,1.4147374,1,1.872896501,0,1,0,25,10,1,3,0,PAV038
10,2,2,38,3,2,2066,0,0.627312001,0.297184494,3,0.5619355,0,2.0654763,1,1,0,25,10,1,1,1,PAV038
11,2,2,40,0,1,1053,1,0.674767146,0.728826994,5,0.8322071,2,1.052907401,1,0,NaN,NaN,NaN,NaN,NaN,1,PAV038
12,2,1,56,0,1,1030,1,0.568659987,0.393876371,5,0.7248843,2,1.0293507,1,0,NaN,NaN,NaN,NaN,NaN,1,PAV038
13,2,1,37,3,1,822,1,0.511072925,0.672719424,5,0.718878901,2,0.821590601,0,1,0,30,10,1,1,0,PAV038
14,2,2,47,0,2,1958,0,0.282490993,0.28576156,3,0.54125,0,1.9582365,0,0,NaN,NaN,NaN,NaN,NaN,0,PAV038
15,2,3,5,1,1,916,0,0.284452945,0.650818193,5,0.9784765,2,0.9160949,0,1,0,20,10,1,2,0,PAV038
16,2,1,48,0,1,978,1,0.375184179,0.376870665,5,0.6959674,2,0.978128401,1,0,NaN,NaN,NaN,NaN,NaN,1,PAV038
17,2,2,6,1,1,1312,0,0.739483352,0.619780899,5,0.9523043,2,1.311334301,0,1,0,30,10,1,3,0,PAV038
18,2,3,45,0,2,1893,0,0.683046297,0.647228952,3,0.651886701,0,1.892519999,0,0,NaN,NaN,NaN,NaN,NaN,0,PAV038
19,2,1,39,0,1,828,1,0.4759921,0.586344924,5,0.7647993,2,0.827800401,1,0,NaN,NaN,NaN,NaN,NaN,1,PAV038
20,2,3,9,1,2,1210,1,0.358450306,0.30733476,4,1.1723999,1,1.2100919,1,1,0,20,10,1,3,1,PAV038
21,2,3,42,0,1,890,1,0.3314594,0.602415004,5,0.9477199,2,0.8896569,1,0,NaN,NaN,NaN,NaN,NaN,1,PAV038
22,2,2,3,1,2,566,1,0.501469777,0.634181621,5,0.6062534,2,0.565502101,1,1,0,20,10,1,2,1,PAV038
23,2,1,54,0,1,2655,1,0.506462934,0.514332723,2,2.051313199,1,2.654629701,1,0,NaN,NaN,NaN,NaN,NaN,1,PAV038
24,2,3,37,3,1,1730,1,0.496759008,0.526589706,5,0.7733054,2,1.729779799,0,1,0,30,10,1,1,0,PAV038
25,2,3,26,3,1,886,1,0.268739452,0.715772446,5,0.9686283,2,0.8860125,0,1,0,20,10,1,1,0,PAV038
26,2,1,3,1,2,2271,1,0.556769641,0.496576155,4,2.069556001,1,2.2706064,1,1,0,30,10,1,2,1,PAV038
27,2,3,28,3,2,1626,0,0.727501563,0.274403288,3,1.6292471,0,1.626221,1,1,0,25,10,1,1,1,PAV038
28,2,3,54,0,1,1736,1,0.543972964,0.43757132,2,1.595810601,1,1.7355341,1,0,NaN,NaN,NaN,NaN,NaN,1,PAV038
29,2,2,37,3,2,637,0,0.323998448,0.415900949,5,0.8000787,2,0.6371686,1,1,0,30,10,1,1,1,PAV038
30,2,3,15,1,1,944,0,0.525150769,0.661532543,5,1.0228414,2,0.9434652,0,1,0,30,10,1,4,0,PAV038
31,2,1,11,1,2,1453,1,0.73312951,0.65840642,5,1.38289,2,1.452458,1,1,0,30,10,1,4,1,PAV038
32,2,2,51,0,1,1310,1,0.564132031,0.542743611,5,0.970757101,2,1.3087098,1,0,NaN,NaN,NaN,NaN,NaN,1,PAV038
33,2,1,33,3,1,3200,1,0.350293967,0.602263668,2,1.7790571,1,3.1994084,0,1,0,20,10,1,1,0,PAV038
34,2,2,50,0,2,923,0,0.640376461,0.372228922,5,0.8191203,2,0.9232946,0,0,NaN,NaN,NaN,NaN,NaN,0,PAV038
