block,trial,wasRisky,rt,outcome,numExp,wasOld,riskyVal,riskyEV,Subject
19,41,1,1.262394653,1,3,1,30,90,PAV070
19,42,0,1.202797777,1,1,1,30,30,PAV070
19,43,0,1.212558837,1,0,0,20,0,PAV070
19,44,1,2.103462398,1,1,1,30,30,PAV070
19,45,1,1.008551933,1,3,1,25,75,PAV070
14,1,0,4.4269962,1,1,1,25,25,PAV071
14,2,0,1.5160469,1,0,0,30,0,PAV071
14,3,0,1.0506449,1,0,0,25,0,PAV071
14,4,1,1.1113361,0,0,0,30,0,PAV071
14,5,0,0.9473062,1,1,1,25,25,PAV071
14,6,1,1.40171,1,3,1,30,90,PAV071
14,7,0,1.8941531,1,0,0,25,0,PAV071
14,8,0,0.9661272,1,0,0,25,0,PAV071
14,9,0,1.0169925,1,0,0,30,0,PAV071
14,10,0,3.1117817,1,2,1,25,50,PAV071
14,11,0,1.3154236,1,0,0,20,0,PAV071
14,12,0,1.4504261,1,0,0,30,0,PAV071
14,13,1,1.0628245,1,2,1,30,60,PAV071
14,14,0,1.2861758,1,0,0,25,0,PAV071
14,15,0,2.4944168,1,1,1,20,20,PAV071
14,16,1,3.074912,1,3,1,25,75,PAV071
14,17,0,1.1329433,1,0,0,20,0,PAV071
14,18,0,1.4079403,1,0,0,20,0,PAV071
14,19,0,1.1230404,1,0,0,30,0,PAV071
14,20,1,1.8492953,0,0,0,30,0,PAV071
14,21,0,1.9337851,1,0,0,25,0,PAV071
14,22,0,1.1408961,1,2,1,25,50,PAV071
14,23,0,1.511453,1,0,0,30,0,PAV071
14,24,0,0.9830322,1,0,0,20,0,PAV071
14,25,1,1.2212868,1,3,1,25,75,PAV071
14,26,1,1.9277314,1,2,1,30,60,PAV071
14,27,0,1.202391,1,2,1,20,40,PAV071
14,28,1,1.4835048,1,3,1,25,75,PAV071
14,29,1,1.4561644,1,2,1,20,40,PAV071
14,30,0,1.5925394,1,3,1,20,60,PAV071
14,31,1,1.5096833,1,1,1,25,25,PAV071
14,32,0,2.3521751,1,0,0,30,0,PAV071
14,33,0,2.2303168,1,3,1,20,60,PAV071
14,34,0,1.0916072,1,0,0,25,0,PAV071
14,35,1,2.6118584,1,2,1,20,40,PAV071
14,36,1,1.8220321,1,2,1,30,60,PAV071
14,37,1,1.4701646,1,3,1,30,90,PAV071
14,38,0,1.4337596,1,0,0,20,0,PAV071
14,39,0,1.1602667,1,0,0,25,0,PAV071
14,40,0,1.5550547,1,1,1,20,20,PAV071
14,41,1,1.2986201,0,0,0,30,0,PAV071
14,42,0,0.9556116,1,0,0,25,0,PAV071
14,43,0,1.1938211,1,1,1,25,25,PAV071
14,44,1,1.9717102,1,3,1,20,60,PAV071
14,45,0,1.0430827,1,1,1,20,20,PAV071
15,1,0,1.2054591,1,0,0,20,0,PAV071
15,2,0,2.5732648,1,2,1,20,40,PAV071
15,3,1,1.3998903,0,0,0,20,0,PAV071
15,4,1,2.2789302,1,3,1,30,90,PAV071
15,5,1,1.4885438,1,3,1,30,90,PAV071
15,6,0,1.4175043,1,0,0,20,0,PAV071
15,7,1,1.1399338,1,3,1,30,90,PAV071
15,8,0,1.0100189,1,0,0,20,0,PAV071
15,9,0,1.4512257,1,0,0,25,0,PAV071
15,10,0,1.6719368,1,0,0,25,0,PAV071
15,11,0,0.9888249,1,0,0,20,0,PAV071
15,12,0,1.9122518,1,0,0,25,0,PAV071
15,13,0,2.0501943,1,0,0,30,0,PAV071
15,14,0,1.8200046,1,0,0,20,0,PAV071
15,15,0,1.1536929,1,0,0,20,0,PAV071
15,16,0,1.1852759,1,0,0,25,0,PAV071
15,17,0,1.4687554,1,2,1,30,60,PAV071
15,18,0,1.6786928,1,0,0,25,0,PAV071
15,19,1,2.2249333,1,3,1,20,60,PAV071
15,20,1,2.5223357,0,0,0,20,0,PAV071
15,21,0,1.1616636,1,0,0,30,0,PAV071
15,22,1,1.3156872,1,3,1,25,75,PAV071
15,23,1,1.7842262,1,2,1,25,50,PAV071
15,24,1,1.4182983,1,1,1,30,30,PAV071
15,25,0,1.5856039,1,0,0,20,0,PAV071
15,26,0,1.7214516,1,2,1,25,50,PAV071
15,27,0,2.1940166,1,1,1,30,30,PAV071
15,28,0,1.4642574,1,1,1,20,20,PAV071
15,29,0,1.1550828,1,1,1,30,30,PAV071
15,30,0,1.6344441,1,0,0,30,0,PAV071
15,31,0,2.1240233,1,1,1,20,20,PAV071
15,32,0,0.9422272,1,0,0,20,0,PAV071
15,33,0,1.6122712,1,1,1,25,25,PAV071
15,34,0,2.4015466,1,3,1,25,75,PAV071
15,35,1,1.6347166,1,2,1,25,50,PAV071
15,36,1,1.0439897,1,2,1,30,60,PAV071
15,37,1,2.2176716,1,2,1,20,40,PAV071
15,38,0,2.2419423,1,0,0,25,0,PAV071
15,39,0,1.2005913,1,1,1,30,30,PAV071
15,40,0,1.1329152,1,0,0,30,0,PAV071
15,41,1,1.0910185,1,3,1,20,60,PAV071
15,42,0,1.5959167,1,0,0,30,0,PAV071
15,43,0,1.5820717,1,1,1,30,30,PAV071
15,44,0,1.488037,1,0,0,25,0,PAV071
15,45,0,1.0096101,1,0,0,30,0,PAV071
10,1,1,2.3052915,1,3,1,30,90,PAV075
10,2,1,2.8177022,1,3,1,20,60,PAV075
10,3,0,1.504011,1,0,0,25,0,PAV075
10,4,1,2.5129532,1,2,1,20,40,PAV075
10,5,0,1.3956988,1,0,0,20,0,PAV075
10,6,0,1.2364886,1,0,0,20,0,PAV075
10,7,0,1.3433884,1,2,1,25,50,PAV075
10,8,0,1.634459,1,0,0,30,0,PAV075
10,9,0,1.6021304,1,0,0,30,0,PAV075
10,10,0,1.4358212,1,0,0,30,0,PAV075
10,11,0,2.5366398,1,0,0,25,0,PAV075
10,12,0,1.6520936,1,0,0,20,0,PAV075
10,13,0,1.9924813,1,0,0,25,0,PAV075
10,14,0,1.7700321,1,0,0,20,0,PAV075
10,15,0,1.7697357,1,0,0,30,0,PAV075
10,16,0,2.6792903,1,3,1,25,75,PAV075
10,17,0,2.5482512,1,3,1,20,60,PAV075
10,18,0,1.5299795,1,0,0,30,0,PAV075
10,19,0,1.27705,1,0,0,20,0,PAV075
10,20,0,1.8136405,1,2,1,30,60,PAV075
10,21,0,1.1707768,1,2,1,30,60,PAV075
10,22,0,2.3276547,1,0,0,30,0,PAV075
10,23,1,2.2186883,1,3,1,25,75,PAV075
10,24,1,2.156735,1,3,1,25,75,PAV075
10,25,1,2.0558504,1,2,1,25,50,PAV075
10,26,0,1.7473658,1,1,1,30,30,PAV075
10,27,0,2.3689687,1,0,0,20,0,PAV075
10,28,0,2.4802608,1,1,1,30,30,PAV075
10,29,0,3.092209,1,0,0,20,0,PAV075
10,30,0,1.6994662,1,2,1,30,60,PAV075
10,31,0,1.8227678,1,0,0,25,0,PAV075
10,32,0,1.64289,1,3,1,30,90,PAV075
10,33,0,2.7763002,1,1,1,30,30,PAV075
10,34,0,2.0301206,1,0,0,30,0,PAV075
10,35,1,2.7009187,1,1,1,20,20,PAV075
10,36,0,2.0004995,1,2,1,30,60,PAV075
10,37,0,2.2552639,1,0,0,30,0,PAV075
10,38,0,1.7245978,1,1,1,30,30,PAV075
10,39,1,1.6562203,1,3,1,25,75,PAV075
10,40,0,2.299348,1,1,1,20,20,PAV075
10,41,0,2.7766237,1,0,0,30,0,PAV075
10,42,1,1.8009813,1,2,1,30,60,PAV075
10,43,1,2.8469995,1,1,1,20,20,PAV075
10,44,0,2.0392399,1,0,0,20,0,PAV075
10,45,1,2.074894,0,0,0,25,0,PAV075
11,1,1,2.1076977,1,1,1,30,30,PAV075
11,2,0,2.2157226,1,1,1,25,25,PAV075
11,3,0,2.798905,1,0,0,20,0,PAV075
11,4,0,1.7637976,1,2,1,25,50,PAV075
11,5,0,1.778567,1,0,0,25,0,PAV075
11,6,0,1.6078746,1,0,0,25,0,PAV075
11,7,0,2.098561,1,0,0,25,0,PAV075
11,8,1,1.6494683,1,3,1,25,75,PAV075
11,9,0,2.5565277,1,1,1,20,20,PAV075
11,10,0,2.5427401,1,0,0,30,0,PAV075
11,11,0,1.6761576,1,0,0,25,0,PAV075
11,12,0,1.8015781,1,1,1,25,25,PAV075
11,13,0,1.4669596,1,0,0,25,0,PAV075
11,14,0,2.2499938,1,0,0,25,0,PAV075
11,15,0,2.4835462,1,0,0,30,0,PAV075
11,16,0,2.8205804,1,2,1,20,40,PAV075
11,17,0,1.808221,1,2,1,25,50,PAV075
11,18,0,1.994898,1,1,1,25,25,PAV075
11,19,0,1.8144405,1,0,0,30,0,PAV075
11,20,0,2.1776,1,2,1,20,40,PAV075
11,21,0,2.5858591,1,0,0,25,0,PAV075
11,22,1,2.3349954,1,3,1,20,60,PAV075
11,23,0,2.5104639,1,0,0,25,0,PAV075
11,24,1,2.5055261,0,0,0,20,0,PAV075
11,25,0,1.563079,1,3,1,30,90,PAV075
11,26,0,1.6818678,1,0,0,25,0,PAV075
11,27,0,1.6940883,1,1,1,20,20,PAV075
11,28,1,1.9816649,1,3,1,30,90,PAV075
11,29,0,2.2151817,1,0,0,20,0,PAV075
11,30,0,1.9634844,1,1,1,25,25,PAV075
11,31,0,1.5182156,1,0,0,20,0,PAV075
11,32,0,2.5114927,1,2,1,20,40,PAV075
11,33,1,1.8405562,1,2,1,20,40,PAV075
11,34,0,2.567351,1,0,0,30,0,PAV075
11,35,0,2.0342116,1,1,1,25,25,PAV075
11,36,0,1.7804173,1,0,0,20,0,PAV075
11,37,0,2.5920438,1,0,0,30,0,PAV075
11,38,1,2.0096023,1,3,1,20,60,PAV075
11,39,0,1.3909615,1,0,0,20,0,PAV075
11,40,1,1.6198473,1,3,1,20,60,PAV075
11,41,0,2.3149645,1,0,0,25,0,PAV075
11,42,0,1.9816189,1,0,0,20,0,PAV075
11,43,0,1.9459724,1,3,1,30,90,PAV075
11,44,0,1.9335126,1,0,0,30,0,PAV075
11,45,0,1.8695899,1,2,1,25,50,PAV075
14,1,1,4.4795203,1,2,1,25,50,PAV076
14,2,0,1.6150681,1,0,0,20,0,PAV076
14,3,1,0.9272832,1,3,1,30,90,PAV076
14,4,0,1.0138309,1,0,0,20,0,PAV076
14,5,0,0.9534344,1,1,1,20,20,PAV076
14,6,1,2.0423893,1,3,1,25,75,PAV076
14,7,1,2.6600067,1,2,1,30,60,PAV076
14,8,0,1.2926658,1,1,1,25,25,PAV076
14,9,0,1.494476,1,2,1,20,40,PAV076
14,10,1,1.7690476,1,3,1,20,60,PAV076
14,11,1,1.4278126,1,2,1,20,40,PAV076
14,12,0,1.5297273,1,0,0,20,0,PAV076
14,13,1,1.7581151,1,2,1,20,40,PAV076
14,14,0,1.6371601,1,2,1,30,60,PAV076
14,15,0,1.7655149,1,0,0,20,0,PAV076
14,16,0,1.5693191,1,0,0,20,0,PAV076
14,17,0,2.3138015,1,0,0,20,0,PAV076
14,18,0,2.0682667,1,0,0,25,0,PAV076
14,19,1,1.8271791,1,1,1,30,30,PAV076
14,20,0,1.7326575,1,0,0,25,0,PAV076
14,21,0,1.4047511,1,1,1,30,30,PAV076
14,22,0,1.1090856,1,0,0,30,0,PAV076
14,23,0,1.3269831,1,0,0,30,0,PAV076
14,24,0,1.6929294,1,0,0,30,0,PAV076
14,25,0,1.442756,1,0,0,20,0,PAV076
14,26,0,1.7125521,1,1,1,20,20,PAV076
14,27,0,2.7177971,1,3,1,25,75,PAV076
14,28,0,3.4290785,1,3,1,20,60,PAV076
14,29,0,1.272548,1,0,0,30,0,PAV076
14,30,0,1.4862347,1,0,0,25,0,PAV076
14,31,0,1.9738243,1,0,0,30,0,PAV076
14,32,1,3.8488138,1,3,1,20,60,PAV076
14,33,0,1.2469177,1,0,0,25,0,PAV076
14,34,0,1.6006455,1,0,0,25,0,PAV076
14,35,1,1.7295564,1,2,1,20,40,PAV076
14,36,0,1.2561438,1,0,0,20,0,PAV076
14,37,0,1.3707625,1,0,0,30,0,PAV076
14,38,0,2.2553704,1,2,1,20,40,PAV076
14,39,1,1.1006024,1,3,1,25,75,PAV076
14,40,1,1.7975248,1,3,1,30,90,PAV076
14,41,0,1.3975162,1,0,0,25,0,PAV076
14,42,0,1.4464522,1,1,1,25,25,PAV076
14,43,0,1.2936887,1,0,0,30,0,PAV076
14,44,1,1.4973252,1,1,1,25,25,PAV076
14,45,0,1.4953352,1,0,0,25,0,PAV076
15,1,0,1.6412104,1,3,1,20,60,PAV076
15,2,0,1.8332945,1,0,0,25,0,PAV076
15,3,1,1.276913,1,2,1,25,50,PAV076
15,4,0,1.2271138,1,0,0,30,0,PAV076
15,5,0,2.151944,1,1,1,25,25,PAV076
15,6,0,1.2240221,1,0,0,20,0,PAV076
15,7,0,1.222356,1,0,0,25,0,PAV076
15,8,1,1.1747118,1,3,1,25,75,PAV076
15,9,0,1.5105374,1,0,0,30,0,PAV076
15,10,0,1.6097175,1,2,1,25,50,PAV076
15,11,0,1.3529595,1,0,0,30,0,PAV076
15,12,0,0.9629671,1,1,1,30,30,PAV076
15,13,0,1.7152451,1,0,0,25,0,PAV076
15,14,0,1.1322607,1,0,0,20,0,PAV076
15,15,0,1.3474529,1,3,1,30,90,PAV076
15,16,0,1.6623808,1,0,0,25,0,PAV076
15,17,0,1.6140449,1,0,0,20,0,PAV076
15,18,0,1.0928648,1,0,0,20,0,PAV076
15,19,1,1.8232964,1,1,1,20,20,PAV076
15,20,1,1.3546941,1,1,1,20,20,PAV076
15,21,0,1.8878363,1,0,0,30,0,PAV076
15,22,0,1.2184963,1,0,0,30,0,PAV076
15,23,0,1.6696041,1,0,0,20,0,PAV076
15,24,0,1.1758756,1,2,1,30,60,PAV076
15,25,1,2.9316335,1,3,1,30,90,PAV076
15,26,0,0.9826275,1,0,0,30,0,PAV076
15,27,0,1.3750858,1,0,0,25,0,PAV076
15,28,0,1.2062852,1,1,1,25,25,PAV076
15,29,0,1.1461455,1,1,1,30,30,PAV076
15,30,0,3.155365,1,0,0,25,0,PAV076
15,31,0,1.5130605,1,0,0,20,0,PAV076
15,32,0,1.4183656,1,0,0,25,0,PAV076
15,33,0,1.3743898,1,0,0,30,0,PAV076
15,34,0,2.7543388,1,2,1,25,50,PAV076
15,35,1,2.1739462,1,2,1,30,60,PAV076
15,36,0,1.3282014,1,1,1,30,30,PAV076
15,37,0,1.2324533,1,0,0,25,0,PAV076
15,38,1,1.8234042,1,2,1,30,60,PAV076
15,39,1,2.3865526,1,1,1,20,20,PAV076
15,40,1,1.2977796,1,3,1,30,90,PAV076
15,41,1,1.3344315,1,3,1,25,75,PAV076
15,42,0,1.4903377,1,0,0,30,0,PAV076
15,43,0,1.4709349,1,2,1,25,50,PAV076
15,44,1,1.5996144,1,3,1,20,60,PAV076
15,45,0,1.5434871,1,0,0,20,0,PAV076
